"","id","study","group","fitness","trait","optimum","sd","optimumtest","samplesize","linear","linear.se","linear.95CI.l","linear.95CI.u","linear.effsamp","linear.pMCMC","quadratic","quadratic.se","quadratic.95CI.l","quadratic.95CI.u","quadratic.effsamp","quadratic.pMCMC"
"22",15,"Ensing, Sora and Eckert (2021)","2014; T2-H; set","total seed number","gdd.fl.to.mat",0.0260385753640849,8.7268372029227,0.907,2361,3007.9823039404,100370.083311788,-181146.876782515,205990.02177841,999.999999999999,0.974,522.759105634101,105843.184482692,-201772.016858683,217175.288889762,999.999999999999,1
"23",15,"Ensing, Sora and Eckert (2021)","2014; T2-H; set","total seed number","gdd.to.mat",-0.0357988636999239,21.0757209437538,0.895,2361,3167.0561778105,98842.6156006042,-168296.106433963,212487.185475256,1236.16467881124,0.998,-1140.21031222915,100729.962027884,-189031.005301806,202598.699033806,1000,0.988
"24",15,"Ensing, Sora and Eckert (2021)","2014; T2-L; set","total seed number","gdd.to.emerge",-0.0195562448361795,18.2681852090879,0.904,1546,-1462.46345587845,100370.056700475,-187054.796866539,209837.366309044,1000,0.996,6838.01767698248,98599.5211737751,-179009.538338811,201235.168561091,1000,0.932
"25",15,"Ensing, Sora and Eckert (2021)","2014; T2-L; set","total seed number","gdd.emerge.to.fl",-0.0393384149880618,6.85469736439083,0.904,2340,-2276.26961032719,103300.880566707,-201475.502509643,197636.271800801,999.999999999999,0.936,-1621.64774496408,100490.683404192,-178116.989973745,211678.187272299,999.999999999999,0.98
"26",15,"Ensing, Sora and Eckert (2021)","2014; T2-L; set","total seed number","gdd.to.fl",0.00526156828916675,43.681303805508,0.903,4300,-2122.05277758411,98973.1388384467,-176315.138678079,209992.857164388,1000,0.958,-2164.75520213304,95063.8203544316,-169019.75605249,205844.267265583,1000,0.998
"27",15,"Ensing, Sora and Eckert (2021)","2014; T2-L; set","total seed number","gdd.fl.to.mat",0.0141590566777158,43.5855821025919,0.918,2361,3626.71522724097,100000.343702835,-185096.000792372,188629.846305463,983.854493486343,0.996,-3869.91677506789,101173.956928512,-182198.336279259,209507.925165576,1191.81231574639,0.978
"28",15,"Ensing, Sora and Eckert (2021)","2014; T2-L; set","total seed number","gdd.to.mat",-0.0658016262724469,15.5063560825649,0.876,2361,-4188.9901524673,100276.779521998,-202500.99909614,181580.566549834,1000,0.994,4597.54261203926,98171.531290107,-175314.10093093,213733.510591419,901.037668610731,0.978
"29",15,"Ensing, Sora and Eckert (2021)","2014; T2-MH; set","total seed number","gdd.to.emerge",0.0172578320805425,15.0360984566851,0.898,1546,-2828.27018258448,102303.31757126,-206828.194583253,187845.815348713,1000,0.966,-2767.12173827881,102057.521732813,-185278.212034176,217439.409343151,999.999999999999,0.956
"30",15,"Ensing, Sora and Eckert (2021)","2014; T2-MH; set","total seed number","gdd.emerge.to.fl",0.0113500272955493,7.47476297851623,0.893,2340,-1853.11768597454,99907.4900504984,-200773.416910543,181118.555051563,999.999999999999,0.994,1101.81839388115,98587.9510697219,-187587.959631447,180353.022866349,1000,0.986
"31",15,"Ensing, Sora and Eckert (2021)","2014; T2-MH; set","total seed number","gdd.to.fl",0.00809473069445111,12.9149738109112,0.886,4300,-1549.46912700247,101792.268958194,-210268.915333158,181777.206515421,1069.89786389507,0.966,614.133565632089,96417.8370450954,-175688.929957484,201852.469728465,1000,0.982
"32",15,"Ensing, Sora and Eckert (2021)","2014; T2-MH; set","total seed number","gdd.fl.to.mat",-0.0292929422862154,7.49928650232101,0.911,2361,96.867160512084,93194.9191095637,-181807.45055413,186323.113961119,1000,0.978,-1055.96089575292,102024.16598289,-199737.65910324,182346.902392103,1000,0.976
"33",15,"Ensing, Sora and Eckert (2021)","2014; T2-MH; set","total seed number","gdd.to.mat",0.0332237917862391,19.565992926839,0.897,2361,3467.04467338129,99790.8299665025,-197197.332965872,188379.079489574,999.999999999999,0.996,2998.7509461649,101260.021479308,-204874.568548954,192057.995730457,827.032450611788,0.964
"34",15,"Ensing, Sora and Eckert (2021)","2014; T2-ML; set","total seed number","gdd.to.emerge",0.0106170249468981,35.0886425659841,0.887,1546,-3293.44255146907,99390.5470749392,-206858.615198036,170313.937536336,1000,0.992,3932.02110531109,99058.1231298492,-190967.447592743,190768.936794227,1151.89350972949,0.95
"35",15,"Ensing, Sora and Eckert (2021)","2014; T2-ML; set","total seed number","gdd.emerge.to.fl",-0.0114446996918129,21.8724604591968,0.902,2340,-530.968025753481,98976.545668629,-185414.272687956,209159.191916109,702.255324111251,0.992,1376.11962179929,102645.615110808,-186367.460608255,215065.831630268,1000,0.978
"36",15,"Ensing, Sora and Eckert (2021)","2014; T2-ML; set","total seed number","gdd.to.fl",-0.0469242931214362,228.303849935933,0.903,4300,-444.551574341743,104183.529141796,-181919.618889096,227425.547575995,908.063822525974,0.978,7479.71756807225,104460.742977358,-200372.074190239,187522.593808682,1000,0.968
"37",15,"Ensing, Sora and Eckert (2021)","2014; T2-ML; set","total seed number","gdd.fl.to.mat",-0.00799738983226293,21.0439532098593,0.888,2361,-175.67568566344,100702.521576851,-187117.81446515,197118.019379074,999.999999999999,0.996,186.419937144181,101434.487661615,-184231.721525285,207151.625936646,999.999999999999,0.998
"38",15,"Ensing, Sora and Eckert (2021)","2014; T2-ML; set","total seed number","gdd.to.mat",0.0276973757371547,11.0559065447292,0.89,2361,-350.553445056713,98002.5990870698,-178624.554178078,200843.095348417,1000,0.986,6639.44124641368,99673.7458873144,-188151.336402979,192825.471788312,1116.42658099484,0.962
"39",15,"Ensing, Sora and Eckert (2021)","2014; T3-H; set","total seed number","gdd.emerge.to.fl",-0.0187787387431183,47.1492201961054,0.916,2340,-2827.89289489742,101925.700691454,-205295.845914533,198182.066696591,1137.96937789456,0.928,2060.51974373481,103009.449052763,-198518.006975814,214442.552752997,1000,0.994
"40",15,"Ensing, Sora and Eckert (2021)","2014; T3-H; set","total seed number","gdd.to.fl",-0.00379249215892735,12.3498387371997,0.893,4300,5688.02611875439,94915.5007779977,-178914.003297824,188882.050520911,1000,0.95,6367.01084758837,96177.5456790475,-175589.906481562,202535.869390454,1138.71896663952,0.958
"41",15,"Ensing, Sora and Eckert (2021)","2014; T3-H; set","total seed number","gdd.fl.to.mat",0.0280634565856455,34.4798149468874,0.885,2361,-2781.05118858588,100117.788474737,-193072.451459514,181444.550714005,1000,0.988,-1481.10953276735,100241.116499229,-179391.442763397,200737.858599874,1000,0.982
"42",15,"Ensing, Sora and Eckert (2021)","2014; T3-H; set","total seed number","gdd.to.mat",0.0234026200684679,38.603008459199,0.895,2361,-315.902662967774,99021.043656336,-204578.314529795,190310.823999245,1000,0.974,-4337.94121339351,97551.273126506,-195765.947294154,176233.503992244,1000,0.982
"43",15,"Ensing, Sora and Eckert (2021)","2014; T3-L; set","total seed number","gdd.to.emerge",0.0103165010632709,19.1518164287022,0.892,1546,-2767.74944454556,96927.3762553031,-197616.01103052,182416.687657722,1075.11373865209,0.986,160.414027317295,98454.2593423048,-190956.318060139,182515.773656005,1000,0.982
"44",15,"Ensing, Sora and Eckert (2021)","2014; T3-L; set","total seed number","gdd.emerge.to.fl",0.0295848528415457,21.2859394227649,0.91,2340,2450.77651444245,98276.4192961721,-173154.23627132,204907.269388647,999.999999999999,0.972,-4356.44904953718,104237.299451989,-213517.165923256,190327.499973424,1000,0.954
"45",15,"Ensing, Sora and Eckert (2021)","2014; T3-L; set","total seed number","gdd.to.fl",-0.031550431760803,35.0423869173338,0.901,4300,2995.2985538782,96815.9970216135,-179134.252894145,181644.385404955,999.999999999999,0.948,5949.99386460958,103105.465498865,-212589.088556499,200062.623938016,1000,0.922
"46",15,"Ensing, Sora and Eckert (2021)","2014; T3-L; set","total seed number","gdd.fl.to.mat",0.0126297159086106,80.8627776326853,0.904,2361,4625.85374183404,98560.7038092021,-175432.505289843,205793.347490699,1401.684694727,0.962,3465.10622438584,100396.481568796,-177249.008807246,216086.925049882,999.999999999999,0.996
"47",15,"Ensing, Sora and Eckert (2021)","2014; T3-L; set","total seed number","gdd.to.mat",-0.0150577021143053,29.1072203293698,0.888,2361,-2039.48025947711,99595.8541020148,-181837.751851001,194123.533282576,1099.84976159251,0.98,6616.30789286808,100479.503627285,-192178.458994193,192352.896572319,1000,0.952
"48",15,"Ensing, Sora and Eckert (2021)","2014; T3-MH; set","total seed number","gdd.to.fl",0.0149869200270746,456.664223766151,0.883,4300,5837.40194682962,101119.001938747,-163057.768873144,227423.220395733,999.999999999999,0.934,-4144.30395694801,97751.0725399318,-206171.167494995,172882.415731974,1000,0.968
"49",15,"Ensing, Sora and Eckert (2021)","2014; T3-MH; set","total seed number","gdd.fl.to.mat",0.0366444501677546,25.1330029267017,0.887,2361,111.616818364115,101258.796903976,-224828.836667861,181649.003106742,913.191198464841,0.99,-71.5749409984526,98557.3271113791,-188345.775577677,179562.025978631,1000,0.996
