"","id","study","group","fitness","trait","optimum","sd","optimumtest","samplesize","linear","linear.se","linear.95CI.l","linear.95CI.u","linear.effsamp","linear.pMCMC","quadratic","quadratic.se","quadratic.95CI.l","quadratic.95CI.u","quadratic.effsamp","quadratic.pMCMC"
"1",11,"Blanco-Sánchez et al. (2022)","1","total seed number","mean_leafarea",0.567667737579357,18.3357920785147,0.752,111,-0.216073018826251,0.279000437656164,-0.764982625434641,0.348016264790203,1220.31631164528,0.424,-0.00353543626551681,0.127833965974467,-0.230836990092939,0.27490452048005,1000,0.99
"2",11,"Blanco-Sánchez et al. (2022)","1","total seed number","mean_leafthickness",1.53407855962941,118.512021471401,0.518,111,0.602055208106286,0.361135045350591,-0.121764724870445,1.31553865117348,999.999999999999,0.0880000000000001,-0.0450302052922322,0.138067412544213,-0.286517799038847,0.257084019674949,1092.69250511756,0.754
"3",11,"Blanco-Sánchez et al. (2022)","1","total seed number","sla",0.269851321599964,215.602302915359,0.415,111,0.575012213824747,0.493626691920716,-0.306331421728828,1.61537153634345,1000,0.244,0.00480018159062503,0.107787088263153,-0.19053087735665,0.224021378555335,1136.25023050985,0.954
"4",11,"Blanco-Sánchez et al. (2022)","1","total seed number","ldmc",2.66086030785371,5204.40048058333,0.467,111,0.33510101732644,0.447391884526572,-0.577137522490375,1.20440517748648,1000,0.432,-0.0433405012144304,0.0742495071422873,-0.177859083894873,0.109202076608199,1000,0.556
"5",11,"Blanco-Sánchez et al. (2022)","1","total seed number","fl_onset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",11,"Blanco-Sánchez et al. (2022)","1","total seed number","fl_duration",-0.887086385489316,106.903437790592,0.631,111,-0.581101077470831,0.187456957738505,-0.917887809171589,-0.191173121798784,1000,0.002,-0.0461333919144982,0.192232570405825,-0.443098066106359,0.308439981470656,1000,0.788
"7",11,"Blanco-Sánchez et al. (2022)","1","total seed number","fl_peak",2.03506746375771,4.14783171409149,0.909,111,-1.23318214911577,0.742483722525855,-2.61554427968076,0.177213626768207,1000,0.098,0.301732610828527,0.142098817998452,0.0282541735068662,0.575769803283038,999.999999999999,0.04
"8",11,"Blanco-Sánchez et al. (2022)","1","total seed number","fr_onset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",11,"Blanco-Sánchez et al. (2022)","1","total seed number","fr_duration",-1.01927818493567,5.77755718567436,0.921,111,0.838278437673927,0.482060265083032,-0.0916024144753464,1.77019316946098,1000,0.0780000000000001,0.376899088288849,0.304154796579137,-0.213693307618087,0.936391124734655,999.999999999999,0.214
"10",11,"Blanco-Sánchez et al. (2022)","1","total seed number","fr_peak",0.622952485996255,3.38220663716971,0.955,111,0.469103560451092,0.354050174094921,-0.260964349989081,1.08189583827334,1000,0.182,-0.327193473513294,0.295719003630724,-0.910575584275648,0.245057397677556,1000,0.266
"11",11,"Blanco-Sánchez et al. (2022)","1","total seed number","disp_onset",0.77834038938268,7.32530337338145,0.908,111,0.329627766452299,0.207658535052649,-0.0800814676622394,0.713678790983977,999.999999999999,0.1,-0.186250605507892,0.131672314542924,-0.430453448680055,0.082275341184868,1000,0.152
"12",11,"Blanco-Sánchez et al. (2022)","1","total seed number","disp_peak",-5.24988387492306,128.780737186968,0.064,111,1.19914952773871,0.54862485264593,0.185133444581879,2.28096224594628,1000,0.03,0.0850268049245931,0.0941902248632403,-0.0993510920602603,0.258866008807672,1000,0.388
"13",11,"Blanco-Sánchez et al. (2022)","1","total seed number","mean_senescence",1.10986906827245,52.082829880842,0.674,111,-0.0685155884870389,0.309248523073829,-0.603267293852696,0.56642962845217,1000,0.82,-0.0260808275116818,0.0775416441343379,-0.190683754934071,0.114013250626158,903.711044327945,0.736
"14",11,"Blanco-Sánchez et al. (2022)","1","total seed number","fvfm",-1.25010282605212,14.2915473532767,0.809,111,-0.497674512095145,0.335070457931335,-1.07995886226126,0.258728840562981,1156.2463695664,0.142,-0.136521433469815,0.187592503521298,-0.503217610617867,0.254163887613686,810.469389241769,0.44
"15",11,"Blanco-Sánchez et al. (2022)","1","total seed number","C",0.592718837170031,44.2924780739423,0.791,111,0.0721702716716635,0.264724790825906,-0.467805102729471,0.549153060492245,1110.74682534775,0.776,-0.0667472393368876,0.0972696517018058,-0.244723781594075,0.141912371189392,999.999999999999,0.48
"16",11,"Blanco-Sánchez et al. (2022)","1","total seed number","N",-0.0848247670089928,27.7627030560227,0.872,111,-0.0275238121357609,0.178814541018116,-0.382985723335878,0.312546345201554,1000,0.868,0.039650830318024,0.13468004455172,-0.225147664903488,0.298344150214689,1000,0.774
"17",11,"Blanco-Sánchez et al. (2022)","1","total seed number","d13C",-0.146298149121138,33.8333502842186,0.858,111,-0.0116774462815674,0.251051652306339,-0.50418754650309,0.478526402032003,1356.56880723459,0.948,0.066902378723432,0.154087346182119,-0.236123779963236,0.352501621906413,909.57797035936,0.67
"18",11,"Blanco-Sánchez et al. (2022)","1","total seed number","d15N",-0.0137057020326597,4.44090967701372,0.944,111,0.00324147338930324,0.209380591543426,-0.435747966475901,0.386488841089886,1008.51745190257,0.968,-0.205633645353271,0.145303957922968,-0.473464658683952,0.0699354999815114,999.999999999999,0.174
"19",11,"Blanco-Sánchez et al. (2022)","1","total seed mass","mean_leafarea",-0.565492151705999,74.0577953493764,0.689,104,-0.251161487951846,0.189253589956892,-0.638613268311019,0.105178225057898,850.042248971151,0.166,-0.0652768496581537,0.100932328440493,-0.267663927144895,0.115589042339707,999.999999999998,0.514
