"","id","study","group","fitness","trait","optimum","sd","optimumtest","samplesize","linear","linear.se","linear.95CI.l","linear.95CI.u","linear.effsamp","linear.pMCMC","quadratic","quadratic.se","quadratic.95CI.l","quadratic.95CI.u","quadratic.effsamp","quadratic.pMCMC"
"1",5,"Ehrlén and Valdés (2024)","NA","intact seed number","avFD_v",-0.40947764199346,18.6705132125536,0.806,428,-0.126119534218132,0.154169789083314,-0.401340135997089,0.196778398647439,823.56532013486,0.398,-0.0777703576054019,0.0761663999117444,-0.23779387716786,0.0573030317355006,623.597117023131,0.312
"2",5,"Ehrlén and Valdés (2024)","NA","intact seed number","var",0.467535184731633,66.6453374960599,0.797,428,-0.0126306854567493,0.178189641367154,-0.378157081926474,0.321741153949915,1000,0.954,0.0545179103743411,0.0544949752098452,-0.0569548512939946,0.151283764993423,1000,0.326
"3",5,"Ehrlén and Valdés (2024)","NA","intact seed number","skew",0.964216918904604,162.934661190077,0.649,428,0.376911903402585,0.194058277496216,0.0171118410798954,0.785949267003161,1000,0.054,-0.0795653854900065,0.112613864865766,-0.288976098650892,0.148881342611276,999.999999999999,0.482
"4",5,"Ehrlén and Valdés (2024)","NA","intact seed number","kurt",1.18871337579299,805.1646608275,0.522,428,-0.183505293631617,0.240459520299651,-0.661047786663403,0.264970572607126,1000,0.462,0.0336048119239858,0.0433780468760993,-0.0472886169445701,0.121673902216571,917.662858719819,0.456
"5",5,"Ehrlén and Valdés (2024)","NA","intact seed number","n_fl_log",2.62767241168494,30.4228460495289,0.536,428,0.651715560083032,0.137992571179534,0.386550613005966,0.908793780516135,619.729559619507,0.001,-0.113969653124544,0.0709509653181965,-0.255185201567656,0.0202020045653626,889.200452648549,0.102
"6",5,"Ehrlén and Valdés (2024)","NA","fruit set","avFD_v",0.0457444046794757,7.0134799871482,0.909,428,-2793.81791644086,100165.192736129,-182309.155912415,213369.340730523,896.822405537686,0.988,-2639.290381734,102087.595704827,-186380.660783791,194859.197956061,1098.56944795331,0.958
"7",5,"Ehrlén and Valdés (2024)","NA","fruit set","var",-0.000115135009288972,9.519633885085,0.902,428,3395.54212916845,98392.7679074015,-176417.123619477,206339.870844853,999.999999999998,0.98,-3897.66087093813,105909.434458644,-195960.650491756,212944.609432899,1144.33695925293,0.98
"8",5,"Ehrlén and Valdés (2024)","NA","fruit set","skew",-0.0172473239412827,57.3427275788797,0.882,428,-3357.04026563161,101110.617158139,-198222.958465472,181137.671443877,1000,0.99,1902.8718217096,104859.757634885,-195102.133649206,205169.536966917,999.999999999998,0.992
"9",5,"Ehrlén and Valdés (2024)","NA","fruit set","kurt",-0.0168633894677283,8.25380286787643,0.9,428,-2704.48449830213,101700.052694412,-205888.558309758,194393.534381028,1000,0.964,1378.91822335786,99765.1806639052,-185001.099366821,205863.702900261,1000,0.992
"10",5,"Ehrlén and Valdés (2024)","NA","proportion of seeds escaping predation","avFD_v",0.00940522784627032,10.5386263281594,0.893,299,546.02224237603,99375.9798973805,-212209.105017304,178056.241248397,1000,0.992,-1292.52826465197,99508.0897110257,-217514.324383006,169028.461673145,1000,0.988
"11",5,"Ehrlén and Valdés (2024)","NA","proportion of seeds escaping predation","var",0.029632764253781,543.413168971937,0.9,299,-2004.19439561466,100244.261527111,-174928.016269955,204328.198252133,901.091155209267,0.98,-2957.79306420505,100508.798473732,-197962.309864502,190524.50022245,1230.65647801851,0.998
"12",5,"Ehrlén and Valdés (2024)","NA","proportion of seeds escaping predation","skew",-0.00463085424355993,14.5054886631874,0.905,299,732.810741007286,99767.8280325152,-188097.696006105,209884.921027775,1412.65628054905,0.974,-2368.38583293053,102561.400980617,-201528.566086905,186509.5781764,1000,0.994
"13",5,"Ehrlén and Valdés (2024)","NA","proportion of seeds escaping predation","kurt",0.0329475117482921,35.0563623716187,0.89,299,-1320.76045660307,99291.3146092514,-191504.001994149,180442.650829919,1000,0.994,989.844987019718,98998.2701946731,-194562.938907136,184308.668786629,1000,0.98
"14",5,"Ehrlén and Valdés (2024)","1987","intact seed number","avFD_v",0.324365976421379,23.3944025136254,0.775,428,-0.106892221218876,0.0917494852285354,-0.285454119348287,0.0725021531688981,718.526296153654,0.24,0.0271958562314537,0.061803666297702,-0.10656922502676,0.134608454347472,758.020750016499,0.68
"15",5,"Ehrlén and Valdés (2024)","1987","intact seed number","var",0.140041864915032,325.141256725463,0.652,428,0.070644656999876,0.133718491617506,-0.175373687961837,0.313435724354349,1000,0.616,0.0273390892004119,0.0375316615425686,-0.0423914281418547,0.103994440694805,1000,0.45
"16",5,"Ehrlén and Valdés (2024)","1987","intact seed number","skew",0.874141804824196,20.3440655586731,0.689,428,0.289783419260556,0.0979827655953356,0.094371934683295,0.489202244672924,1000,0.00600000000000001,-0.0596903297792173,0.105303286096007,-0.244011801891247,0.154728656227235,1000,0.56
"17",5,"Ehrlén and Valdés (2024)","1987","intact seed number","kurt",0.146394645706975,57.9844775816151,0.564,428,0.0966877358074745,0.190234211342574,-0.255445746242913,0.502296897655469,1000,0.586,0.00524723776473158,0.0425028710700629,-0.073465300956741,0.0874625219585141,1000,0.906
"18",5,"Ehrlén and Valdés (2024)","1987","intact seed number","n_fl_log",2.97780459381376,162.047278479358,0.336,428,0.589356319579527,0.128408120294161,0.351477960575721,0.848490869000671,999.999999999998,0.001,-0.0641842944119676,0.0732860681696797,-0.200419357141072,0.0766061564499978,1000,0.4
