"","id","study","group","fitness","trait","optimum","sd","optimumtest","samplesize","linear","linear.se","linear.95CI.l","linear.95CI.u","linear.effsamp","linear.pMCMC","quadratic","quadratic.se","quadratic.95CI.l","quadratic.95CI.u","quadratic.effsamp","quadratic.pMCMC"
"18",21,"Gross, Sun and Schiestl","2011; lowland","fruit number","PC4",0.497178747050666,16.3886052971168,0.936,1028,0.0235419424622946,0.0452977570409554,-0.0721558258519508,0.112784277480387,1000,0.598,-0.0252126103347187,0.0134015488763386,-0.0514268227852881,0.000745614670449868,999.999999999999,0.058
"19",21,"Gross, Sun and Schiestl","2011; lowland","fruit number","PC5",1.12048744908003,274.284731723486,0.772,1028,-0.0450228617868658,0.0364557401547238,-0.119253495227895,0.0241601270681713,999.999999999999,0.222,0.0129101566267169,0.0179999727457982,-0.0229068604239728,0.0483341067301808,1000,0.456
"20",21,"Gross, Sun and Schiestl","2011; lowland","fruit number","PC6",3.01460981923778,47.9410868253493,0.281,1028,-0.0728279502324581,0.0490773748599712,-0.162932382994768,0.0216649436915759,1000,0.122,0.0024212714211244,0.0104043094315035,-0.0156955307975295,0.0243499416974373,838.741203962615,0.858
"21",21,"Gross, Sun and Schiestl","2011; lowland","fruit number","PC7",2.82060810319052,60.154960971392,0.548,1028,0.0935773642751401,0.0608041653864601,-0.027844931682921,0.210139744387561,1000,0.13,-0.0160132294420016,0.0116368833021792,-0.0408509276167024,0.00411166967387544,999.999999999999,0.172
"22",21,"Gross, Sun and Schiestl","2011; mountain","fruit number","PC3",4.72720285674852,350.425115352449,0.085,1028,0.473221919172054,0.0323741609306325,0.406177538199699,0.532951421046164,1000,0.001,-0.0500669014174812,0.0219876050454338,-0.0962047949724365,-0.00768210156820714,1000,0.03
"23",21,"Gross, Sun and Schiestl","2011; mountain","fruit number","PC1",3.5003758282966,17.3243006765382,0.287,1028,0.236271533340436,0.0413285137860382,0.165436198934913,0.32005106113138,1000,0.001,-0.0337385547690927,0.0139331919844063,-0.058811344919377,-0.00369929504086031,999.999999999998,0.016
"24",21,"Gross, Sun and Schiestl","2011; mountain","fruit number","PC2",1.34790323785104,27.842494219202,0.686,1028,0.0304361435001217,0.0443225529145616,-0.0501356296153972,0.120807697356213,1215.74029244603,0.48,-0.000884598969391902,0.014367457416247,-0.0277508248400409,0.026475460108486,1102.62358942457,0.942
"25",21,"Gross, Sun and Schiestl","2011; mountain","fruit number","PC4",0.514968767798547,5.16370813183637,0.95,1028,0.024390582068821,0.0452057084413694,-0.0606382642581593,0.117292213239125,1000,0.608,-0.0254525348100427,0.013176473618406,-0.0550138084872742,-0.00147899656440131,1106.4768581969,0.062
"26",21,"Gross, Sun and Schiestl","2011; mountain","fruit number","PC5",1.1129736737746,89.4171124643808,0.783,1028,-0.0468657434509956,0.0366175109043621,-0.117984239404905,0.0244951407512417,1000,0.196,0.0137599129451142,0.017484242407855,-0.0195322621530067,0.0477488736069063,1000,0.436
"27",21,"Gross, Sun and Schiestl","2011; mountain","fruit number","PC6",3.03745012524554,89.4675400496957,0.266,1028,-0.0708182774310329,0.0464166352946645,-0.156336640917289,0.0248716732894536,1000,0.118,0.00246452896812809,0.0104407731427943,-0.0173361478991865,0.0227787127423653,1000,0.846
"28",21,"Gross, Sun and Schiestl","2011; mountain","fruit number","PC7",2.84279504871572,314.764511808969,0.538,1028,0.0941828228147302,0.0636883366992375,-0.0266295097244438,0.223545824152097,1000,0.148,-0.0160584823628073,0.0117343636470916,-0.0394508552562911,0.00656204894767143,999.999999999999,0.168
"29",21,"Gross, Sun and Schiestl","2011; lowland","fruit number","PC7A",1.04300435644293,282.830547398992,0.339,563,-0.0914861978635877,0.0409784064746041,-0.175358858599793,-0.0194854703659075,879.063834927663,0.03,0.000255215399225932,0.0150477830719901,-0.0281619543093257,0.028862936211226,1000,0.992
"30",21,"Gross, Sun and Schiestl","2011; mountain","fruit number","PC7A",0.152181486445249,208.62164115329,0.325,563,-0.0912154501715233,0.0401263597099085,-0.163824956835015,-0.0132610109285451,1000,0.022,-0.000326311082926026,0.0145674129306485,-0.0289557538926601,0.0267924169456819,999.999999999999,0.984
