id,fr_set,n_seed,fitness,prop_seed_preyed,year,var,skew,kurt,avFD_v,n_fl_std,avFD_std,var_std,skew_std,kurt_std,fitness_rel,n_fl,n_mat_intact_fr,prop_seeds_escpred,n_fl_log,n_fl_log_std,npr_seeds,pr_seeds
1:87,0,0,0,NA,1987,0.3893041633333332,0.7071067811865467,1.4999999999999991,69.86853333333333,-0.7920216704385368,-0.18001738327915334,-0.4535074269710338,0.5015581993488745,-0.7545181917839341,0,3,0,NA,1.0986122886681098,-0.995024503204607,0,0
1:88,0,0,0,NA,1987,0.2891000833333336,-0.08466821276971463,1.5,74.94906666666667,-0.7920216704385368,0.9966695085885546,-0.6275204368335082,-0.6896763217948644,-0.7545181917839333,0,3,0,NA,1.0986122886681098,-0.995024503204607,0,0
1:106,0.125,6,6,0,1987,0.4781037307142858,0.33882230715495704,2.0128253208351934,75.5997,-0.0415827620246647,1.1473607184508114,-0.2992993349008782,-0.0525299979501798,-0.28523397053752847,0.9514062319908964,8,1,1,2.0794415416798357,0.31724819225821965,6,0
1:91,0.5384615384615384,42,42,0,1987,0.9370261826923078,0.5552747850956529,2.4131391926145547,67.28701538461539,0.7088561463892075,-0.7779149133372097,0.4976590041424303,0.2731252271809946,0.08109151289639815,6.659843623936275,13,7,1,2.5649493574615367,0.966819611674791,42,0
1:90,0.16666666666666666,3,3,0,1987,3.150644802666667,0.6569446451531384,1.4999999999999996,67.95533333333333,-0.34175832539021356,-0.6231278234274249,4.34179827221771,0.42608869279281736,-0.7545181917839338,0.4757031159954482,6,1,1,1.791759469228055,-0.0676478816439698,3,0
1:103,0.6666666666666666,5,5,0,1987,0.227480403333333,0.7071067811865455,1.4999999999999982,78.14986666666667,-0.7920216704385368,1.737997073310794,-0.7345283149913903,0.5015581993488727,-0.754518191783935,0.7928385266590803,3,2,1,1.0986122886681098,-0.995024503204607,5,0
1:89,0.125,9,9,0,1987,0.6541971012499995,0.47568047053465307,1.672081915731536,78.43845,-0.0415827620246647,1.804834982495818,0.0065019600538546,0.15337467188993614,-0.597046778938826,1.4271093479863446,8,1,1,2.0794415416798357,0.31724819225821965,9,0
1:104,0,0,0,NA,1987,NA,NA,NA,80.3528,-1.0921972338040855,2.2482117706506597,NA,NA,NA,0,1,0,NA,0,-2.464881672423692,0,0
1:94,0.25,4,4,0,1987,0.3893041633333332,1.2314670926531165e-15,1,70.589,-0.6419338887557624,-0.01315228722080919,-0.4535074269710338,-0.5622920287006065,-1.2120660177006832,0.6342708213272642,4,1,1,1.3862943611198906,-0.6101284293024175,4,0
1:96,0.1111111111111111,6,6,0,1987,0.48779945611111103,-0.25776851588697486,2.1285285304825954,69.23564444444445,0.10850501965810971,-0.32659885626708257,-0.2824618732016979,-0.9501077047858716,-0.17935446648601103,0.9514062319908964,9,1,1,2.1972245773362196,0.4748326660144782,6,0
2:121,0.52,64,60,0.0625,1987,2.0428942994,0.8291997144475712,2.359570731727659,69.151904,2.5099095265825007,-0.345993726221081,2.4180941750381906,0.6852484118440993,0.03207124726338709,9.514062319908964,25,13,0.9375,3.2188758248682006,1.8417219918630459,60,4
2:122,0.35714285714285715,16,14,0.125,1987,1.2195385703296704,0.9093846087538898,3.0147627396263488,68.95897142857143,0.8589439280719818,-0.39067825300586706,0.9882660821796898,0.8058875011069075,0.631634604807538,2.219947874645425,14,5,0.875,2.6390573296152584,1.0659702722763522,14,2
2:123,0,0,0,NA,1987,0.5529795866666668,-0.6732837091812611,2.5648631763256793,73.51226666666666,-0.34175832539021356,0.6638966252491038,-0.1692709661927084,-1.575255058630202,0.219933470669305,0,6,0,NA,1.791759469228055,-0.0676478816439698,0,0
2:124,0,0,0,NA,1987,0.125,NA,NA,76.0484,-0.9421094521213113,1.2512827624057197,-0.9124943562539188,NA,NA,0,2,0,NA,0.6931471805599453,-1.537505050863055,0,0
2:125,0,0,0,NA,1987,1.4490994470000005,-0.23241902253978328,1.926249481346192,71.07712000000001,-0.6419338887557624,0.09989970318540828,1.3869183036867636,-0.9119691025324816,-0.3644591448077485,0,5,0,NA,1.6094379124341003,-0.3115798402803232,0,0
2:126,0.09090909090909091,17,7,0.588235294117647,1987,0.7230361831439395,1.344709894809964,5.342836850737518,64.18409696969697,3.710611780044696,-1.4965724214799423,0.12604695100166738,1.4608393657592729,2.762045101031509,1.1099739373227124,33,3,0.41176470588235303,3.4965075614664802,2.2131715038072968,7,10
2:127,0,0,0,NA,1987,1.3320376560000002,1.0683580015012455,3.0921826818181564,68.5248,-0.34175832539021356,-0.491235378666587,1.1836304276661265,1.045064786105192,0.702481257272462,0,6,0,NA,1.791759469228055,-0.0676478816439698,0,0
2:113,0,0,0,NA,1987,0.27168749666666653,-0.4233398170715631,1.542889750966522,69.089,-0.6419338887557624,-0.3605627305735206,-0.6577588923470755,-1.1992116183816377,-0.7152699671662474,0,4,0,NA,1.3862943611198906,-0.6101284293024175,0,0
2:114,0,0,0,NA,1987,0.3412206049999995,NA,NA,78.70060000000001,-0.9421094521213113,1.865550747645761,-0.5370086647497878,NA,NA,0,2,0,NA,0.6931471805599453,-1.537505050863055,0,0
2:128,0.42857142857142855,18,18,0,1987,0.3977027561904762,0.38998828104262306,1.7378813412358656,66.75137142857143,-0.19167054370743913,-0.901973782836164,-0.4389225475760936,0.02444979412228098,-0.5368340107666718,2.854218695972689,7,3,1,1.9459101490553132,0.13859365071571503,18,0
2:129,0.125,7,2,0.714285714285714,1987,1.396666645714286,-0.04236061589368754,1.664037883989915,70.4088,-0.0415827620246647,-0.05488786181558142,1.295864231165483,-0.6260240591065324,-0.604407837408794,0.3171354106636321,8,1,0.28571428571428603,2.0794415416798357,0.31724819225821965,2,5
2:130,0,0,0,NA,1987,0.16502512500000027,NA,NA,73.8994,-0.9421094521213113,0.7535594005624017,-0.8429872815781985,NA,NA,0,2,0,NA,0.6931471805599453,-1.537505050863055,0,0
2:131,0.75,10,10,0,1987,0,NA,NA,70.7504,-0.6419338887557624,0.02422907648394265,-1.129567615474595,NA,NA,1.5856770533181606,4,3,1,1.3862943611198906,-0.6101284293024175,10,0
2:132,0.1,7,7,0,1987,1.475789222,1.6345812753047675,5.327014291139574,62.87484,1.7594706181686284,-1.799805451016644,1.4332673952636954,1.896954168288736,2.7475659455425534,1.1099739373227124,20,2,1,2.995732273553991,1.5431734028409514,7,0
2:133,0.08695652173913043,4,4,0,1987,1.632615277865613,0.6717300292185132,2.228782648947459,67.05886956521739,2.2097339632169515,-0.8307550735146263,1.705609339883475,0.4483334719806985,-0.08761235860041368,0.6342708213272642,23,2,1,3.1354942159291497,1.7301639318046886,4,0
2:134,0,0,0,NA,1987,0.3661460866666664,-0.24899629133730264,2.013825712757156,80.1776,-0.6419338887557624,2.207634230867063,-0.49372342040555905,-0.9369097927647054,-0.28431851623961096,0,4,0,NA,1.3862943611198906,-0.6101284293024175,0,0
2:115,0,0,0,NA,1987,0.2491262233333336,-0.5363737005497804,1.679662950401825,87.59620000000001,-0.6419338887557624,3.925833640904681,-0.6969384854241564,-1.3692723870166594,-0.5901094070756455,0,4,0,NA,1.3862943611198906,-0.6101284293024175,0,0
2:135,0,0,0,NA,1987,1.059001964958333,0.513066361439264,2.820163756222784,71.615725,1.159119491437531,0.2246443710800665,0.7094804489622524,0.2096221717342498,0.4535579212437164,0,16,0,NA,2.772588722239781,1.2446248138188571,0,0
2:136,0,0,0,NA,1987,0.227480403333333,-3.249348609415537e-15,1,78.70060000000001,-0.6419338887557624,1.865550747645761,-0.7345283149913903,-0.5622920287006132,-1.2120660177006832,0,4,0,NA,1.3862943611198906,-0.6101284293024175,0,0
2:138,0.07142857142857142,11,11,0,1987,0.7766199698901098,0.4969356911043643,2.789109913355053,66.29091428571428,0.8589439280719818,-1.0086188629327792,0.21909980884468244,0.18535339398956743,0.4251406846627353,1.7442447586499767,14,1,1,2.6390573296152584,1.0659702722763522,11,0
2:139,0.5,15,15,0,1987,1.3235066233333332,1.0045800415574866,2.2413810037952455,65.9942,-0.6419338887557624,-1.0773399572988347,1.1688155551423547,0.9491101169718484,-0.07608365885894887,2.378515579977241,4,2,1,1.3862943611198906,-0.6101284293024175,15,0
2:140,0,0,0,NA,1987,0.3893041633333332,-0.7071067811865467,1.4999999999999991,71.30946666666667,-0.7920216704385368,0.15371280883753538,-0.4535074269710338,-1.6261422567500912,-0.7545181917839341,0,3,0,NA,1.0986122886681098,-0.995024503204607,0,0
2:137,0.17857142857142858,29,29,0,1987,1.1018477966137563,1.05316029082097,3.881029369847488,65.18297142857142,2.960172871630824,-1.2652261424057591,0.7838859235339575,1.0221996568160758,1.42435143145136,4.5984634546226655,28,5,1,3.332204510175204,1.9933468938369896,29,0
2:117,0.3333333333333333,5,5,0,1987,0.7991621216666667,0.8018938963450781,2.208051898444163,74.40046666666666,-0.34175832539021356,0.8696099291063563,0.25824619569255725,0.6441664966534837,-0.10658297824522528,0.7928385266590803,6,2,1,1.791759469228055,-0.0676478816439698,5,0
2:118,0.16666666666666666,7,7,0,1987,0.7799199706666669,0.2492697759739069,1.6138843396573674,72.07546666666667,-0.34175832539021356,0.33112374190965377,0.2248305442366664,-0.1872628038773155,-0.650303127751547,1.1099739373227124,6,1,1,1.791759469228055,-0.0676478816439698,7,0
3:141,0.3225806451612903,48.0261172161172,43.0102204547747,0.1044410219291934,1987,3.421338578731183,0.6493294145210534,2.247858907819839,72.36006451612903,3.4104362166791473,0.3970385852822861,4.811881313986322,0.414631491334505,-0.07015575705304845,6.8200319633291615,31,10,0.8955589780708066,3.4339872044851463,2.129524164451063,43,5
