year,site_id,GDD.yr,elevation,plot,plant_id,initial,firstdate,lastdate,max.trait,survival,gdd.to.emerge,gdd.emerge.to.fl,gdd.to.fl,gdd.dur.fl,gdd.fl.to.mat,gdd.to.mat,h.1fl,ln.1fl,rep.1fl,size.1fl,tot.seeds,tbo.b4.fl,tbo.b4.last.fl,date.last.fl.obs,budseaten,fleaten,freaten
2014,T1-H,959.4140321,2206,1,2014-T1-H-1-1,1,10.06.2014,07.08.2014,nonreprod,0,247.7044592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,1,2014-T1-H-1-1b,0,30.07.2014,30.08.2014,fruit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,1,1
2014,T1-H,959.4140321,2206,1,2014-T1-H-1-2,1,10.06.2014,14.07.2014,nonreprod,0,287.6947301,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,1,2014-T1-H-1-2b,0,14.07.2014,10.08.2014,bud,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,1,2014-T1-H-1-2c,0,07.08.2014,19.09.2014,set,1,NA,NA,NA,NA,NA,821.7285426,NA,NA,NA,NA,9,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,1,2014-T1-H-1-3,1,10.06.2014,06.07.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,1,2014-T1-H-1-3b,0,06.07.2014,15.09.2014,fruit,0,NA,NA,615.737553,127.3395313,NA,NA,87.5,11,2.5,0.215905729,0,N,0,230,0,0,0
2014,T1-H,959.4140321,2206,1,2014-T1-H-1-4,1,10.06.2014,18.07.2014,nonreprod,0,247.7044592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,1,2014-T1-H-1-4b,0,10.07.2014,26.08.2014,fruit,0,NA,NA,493.5034176,139.7836354,NA,NA,99,11.5,5.5,0.748140236,0,N,0,218,0,1,1
2014,T1-H,959.4140321,2206,1,2014-T1-H-1-5,1,10.06.2014,18.07.2014,nonreprod,0,247.7044592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,1,2014-T1-H-1-5b,0,18.07.2014,30.08.2014,set,1,NA,NA,519.8971571,31.16051042,220.8913333,740.7884905,114.5,12,5,0.693741095,12,N,NA,210,0,1,1
2014,T1-H,959.4140321,2206,10,2014-T1-H-10-1,1,10.06.2014,10.08.2014,fruit,0,193.1479592,312.4761771,505.6241363,NA,NA,NA,101.5,9.5,4,-0.464862664,0,N,NA,221,0,0,0
2014,T1-H,959.4140321,2206,10,2014-T1-H-10-2,1,10.06.2014,30.07.2014,flower,0,164.4490321,282.4476979,439.9142509,NA,NA,NA,141,11,4.5,0.481021819,0,N,NA,210,0,0,0
2014,T1-H,959.4140321,2206,10,2014-T1-H-10-2b,0,30.07.2014,26.08.2014,set,1,NA,NA,NA,NA,NA,732.595928,NA,NA,NA,NA,14,N,NA,NA,0,0,1
2014,T1-H,959.4140321,2206,10,2014-T1-H-10-3,1,10.06.2014,26.06.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,10,2014-T1-H-10-3b,0,26.06.2014,15.09.2014,set,1,NA,382.2425938,615.737553,127.3395313,165.344,781.081553,109.5,12,2,0.167035935,16,N,NA,230,0,0,1
2014,T1-H,959.4140321,2206,10,2014-T1-H-10-4,1,10.06.2014,26.06.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,10,2014-T1-H-10-4b,0,22.06.2014,26.08.2014,set,1,193.1479592,278.6879375,482.9732301,91.49859375,245.3894479,728.362678,99,9.5,2.5,-0.468042037,21,N,NA,210,0,0,0
2014,T1-H,959.4140321,2206,10,2014-T1-H-10-5,1,10.06.2014,02.07.2014,nonreprod,0,247.7044592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,10,2014-T1-H-10-5b,0,02.07.2014,06.07.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,10,2014-T1-H-10-5c,0,06.07.2014,07.08.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,10,2014-T1-H-10-5d,0,07.08.2014,15.09.2014,set,1,NA,NA,NA,NA,NA,821.7285426,NA,NA,NA,NA,15,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,11,2014-T1-H-11-1,1,10.06.2014,06.07.2014,nonreprod,0,193.1479592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,11,2014-T1-H-11-1b,0,06.07.2014,19.09.2014,set,1,NA,NA,467.6383342,280.2296979,236.3218438,703.960178,120.5,11,10,1.61813272,155,N,NA,230,1,1,1
2014,T1-H,959.4140321,2206,11,2014-T1-H-11-2,1,10.06.2014,30.07.2014,bud,0,247.7044592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,11,2014-T1-H-11-2b,0,30.07.2014,26.08.2014,set,1,NA,NA,NA,NA,NA,703.960178,NA,NA,NA,NA,17.33333333,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,11,2014-T1-H-11-3,1,10.06.2014,19.08.2014,set,1,193.1479592,253.7487708,458.4846467,149.5409896,238.2679688,696.7526155,111,10.5,5.5,0.635251841,30,N,NA,210,0,0,1
2014,T1-H,959.4140321,2206,11,2014-T1-H-11-4,1,10.06.2014,15.08.2014,fruit,0,193.1479592,312.4761771,533.8041155,NA,NA,NA,79,9,2,-1.880267647,0,N,NA,226,0,0,0
2014,T1-H,959.4140321,2206,11,2014-T1-H-11-5,1,10.06.2014,07.08.2014,nonreprod,0,193.1479592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,11,2014-T1-H-11-5b,0,10.07.2014,15.09.2014,set,1,NA,NA,467.6383342,231.4742083,236.3218438,703.960178,175.5,11,6.5,1.810195591,155.8333333,N,NA,221,0,0,0
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-1,1,10.06.2014,02.07.2014,nonreprod,0,164.4490321,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-1b,0,02.07.2014,14.07.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-1c,0,14.07.2014,18.07.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-1d,0,18.07.2014,26.08.2014,set,1,NA,NA,451.4533446,154.0976042,270.333125,721.7864696,121,10,7.5,0.565368446,21,N,NA,210,0,0,1
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-2,1,10.06.2014,15.08.2014,fruit,0,164.4490321,341.1751042,519.8971571,31.16051042,NA,NA,123.5,11.5,3,0.304768769,0,N,NA,210,0,0,0
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-3,1,10.06.2014,10.07.2014,nonreprod,0,193.1479592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-3b,0,10.07.2014,26.07.2014,bud,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-3c,0,26.07.2014,07.08.2014,fruit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-3d,0,07.08.2014,30.08.2014,set,1,NA,NA,NA,NA,NA,758.7143863,NA,NA,NA,NA,10,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-4,1,10.06.2014,10.07.2014,nonreprod,0,193.1479592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-4b,0,10.07.2014,07.08.2014,fruit,0,NA,NA,467.6383342,NA,NA,NA,157,12,8,2.167255021,0,N,NA,218,0,0,0
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-4c,0,07.08.2014,15.08.2014,fruit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-5,1,10.06.2014,02.07.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,12,2014-T1-H-12-5b,0,02.07.2014,19.08.2014,set,1,NA,NA,431.7063863,160.4774896,265.0462292,696.7526155,97.5,9.5,3,-0.291448911,51,N,NA,210,0,0,0
2014,T1-H,959.4140321,2206,13,2014-T1-H-13-1,1,10.06.2014,30.07.2014,bud,0,193.1479592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,13,2014-T1-H-13-1b,0,18.07.2014,15.09.2014,set,1,NA,NA,482.9732301,190.6623125,275.7411563,758.7143863,99.5,10.5,5,-0.238521024,16,N,NA,221,0,0,1
2014,T1-H,959.4140321,2206,13,2014-T1-H-13-2,1,10.06.2014,07.08.2014,fruit,0,164.4490321,282.4476979,458.4846467,86.62128125,NA,NA,81,9,2.5,-1.05940378,0,N,NA,210,0,0,0
2014,T1-H,959.4140321,2206,13,2014-T1-H-13-2b,0,07.08.2014,15.09.2014,set,1,NA,NA,NA,NA,NA,732.595928,NA,NA,NA,NA,56,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,13,2014-T1-H-13-3,1,10.06.2014,02.07.2014,nonreprod,0,193.1479592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,13,2014-T1-H-13-3b,0,02.07.2014,18.07.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,13,2014-T1-H-13-3c,0,18.07.2014,15.08.2014,fruit,0,NA,NA,482.9732301,148.9388438,NA,NA,97.5,9,4,-1.019688976,0,N,NA,218,0,0,0
2014,T1-H,959.4140321,2206,13,2014-T1-H-13-4,1,10.06.2014,14.06.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,13,2014-T1-H-13-4b,0,14.06.2014,18.07.2014,nonreprod,0,193.1479592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,13,2014-T1-H-13-4c,0,18.07.2014,30.07.2014,flower,0,NA,NA,533.8041155,NA,NA,NA,135,11,4.5,0.277506981,0,N,NA,210,0,0,0
2014,T1-H,959.4140321,2206,13,2014-T1-H-13-4d,0,30.07.2014,30.08.2014,set,1,NA,NA,NA,NA,NA,730.5558863,NA,NA,NA,NA,31.5,N,NA,NA,0,0,1
2014,T1-H,959.4140321,2206,13,2014-T1-H-13-5,1,10.06.2014,18.07.2014,nonreprod,0,185.160803,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,13,2014-T1-H-13-5b,0,18.07.2014,15.08.2014,fruit,0,NA,NA,482.9732301,190.6623125,NA,NA,98,10,2,-0.724026994,0,N,NA,221,0,0,0
2014,T1-H,959.4140321,2206,14,2014-T1-H-14-1,1,10.06.2014,06.07.2014,nonreprod,0,247.7044592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,14,2014-T1-H-14-1b,0,02.07.2014,15.09.2014,set,1,NA,327.6860938,559.3621676,124.6616979,209.5219479,768.8841155,137.5,11.5,6,1.337732743,32,N,NA,221,0,0,0
2014,T1-H,959.4140321,2206,14,2014-T1-H-14-2,1,10.06.2014,26.08.2014,set,1,185.160803,278.6879375,482.9732301,64.190625,275.7411563,758.7143863,95,9.5,4,-0.684331079,4.5,N,NA,210,0,0,1
2014,T1-H,959.4140321,2206,14,2014-T1-H-14-3,1,10.06.2014,02.07.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,14,2014-T1-H-14-3b,0,26.06.2014,15.08.2014,fruit,0,NA,253.7487708,451.4533446,231.0549375,NA,NA,115.5,11,5,0.53162182,0,N,NA,221,0,0,0
2014,T1-H,959.4140321,2206,14,2014-T1-H-14-4,1,10.06.2014,30.08.2014,set,1,164.4490321,307.3868646,473.8512092,93.51390625,266.9372813,740.7884905,105.5,10.5,4.5,-0.154323607,20,N,NA,210,0,0,0
2014,T1-H,959.4140321,2206,14,2014-T1-H-14-5,1,10.06.2014,18.07.2014,nonreprod,0,185.160803,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,14,2014-T1-H-14-5b,0,18.07.2014,30.08.2014,set,1,NA,NA,467.6383342,123.6770417,262.9175521,730.5558863,136,11.5,5.5,1.36710277,13.33333333,N,NA,210,0,0,0
2014,T1-H,959.4140321,2206,15,2014-T1-H-15-1,1,10.06.2014,02.07.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,15,2014-T1-H-15-1b,0,02.07.2014,19.09.2014,set,1,NA,327.6860938,615.737553,139.7653438,231.6909063,847.4284592,113.5,10.5,2.5,0.46731319,17,N,NA,230,0,0,0
2014,T1-H,959.4140321,2206,15,2014-T1-H-15-2,1,10.06.2014,29.09.2014,set,1,247.7044592,327.6860938,615.737553,139.7653438,231.6909063,847.4284592,139,10.5,4,1.226113069,27,N,0,230,0,0,0
2014,T1-H,959.4140321,2206,15,2014-T1-H-15-3,1,10.06.2014,14.06.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,15,2014-T1-H-15-3b,0,14.06.2014,14.07.2014,nonreprod,0,247.7044592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,15,2014-T1-H-15-3c,0,14.07.2014,15.09.2014,set,1,NA,NA,519.8971571,157.6321979,295.0126458,814.909803,156.5,10.5,5,0.871443984,34,N,NA,221,0,0,1
2014,T1-H,959.4140321,2206,15,2014-T1-H-15-4,1,10.06.2014,15.09.2014,set,1,247.7044592,257.9196771,533.8041155,127.8612708,247.2774375,781.081553,120.5,9.5,4,-0.00492303,24,N,NA,221,0,0,0
2014,T1-H,959.4140321,2206,15,2014-T1-H-15-5,1,10.06.2014,14.06.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,15,2014-T1-H-15-5b,0,14.06.2014,02.07.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,15,2014-T1-H-15-5c,0,02.07.2014,19.09.2014,set,1,NA,327.6860938,594.0490321,115.8829375,220.8607708,814.909803,154.5,11,4.5,0.841615841,42.5,N,NA,226,0,0,0
2014,T1-H,959.4140321,2206,16,2014-T1-H-16-1,1,10.06.2014,15.09.2014,bud,0,247.7044592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,16,2014-T1-H-16-2,1,10.06.2014,26.08.2014,set,1,201.9693446,288.0575104,505.6241363,71.51229167,205.3588333,710.9829696,90,10,2,-0.828885888,18,N,NA,210,0,0,0
2014,T1-H,959.4140321,2206,16,2014-T1-H-16-3,1,10.06.2014,26.07.2014,bud,0,155.0434488,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,16,2014-T1-H-16-3b,0,26.07.2014,10.08.2014,fruit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,16,2014-T1-H-16-4,1,10.06.2014,30.07.2014,bud,0,201.9693446,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,16,2014-T1-H-16-4b,0,30.07.2014,26.08.2014,set,1,NA,NA,NA,NA,NA,703.960178,NA,NA,NA,NA,40.8,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,16,2014-T1-H-16-5,1,10.06.2014,07.08.2014,flower,0,155.0434488,307.3868646,473.8512092,66.2059375,NA,NA,67,8,2,-2.010828448,0,N,0,210,0,0,0
2014,T1-H,959.4140321,2206,16,2014-T1-H-16-5b,0,07.08.2014,26.08.2014,set,1,NA,NA,NA,NA,NA,721.7864696,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,17,2014-T1-H-17-1,1,10.06.2014,07.08.2014,flower,0,185.160803,278.6879375,467.6383342,NA,NA,NA,177,11,6.5,1.92828033,0,N,NA,218,0,0,0
2014,T1-H,959.4140321,2206,17,2014-T1-H-17-1b,0,07.08.2014,15.09.2014,set,1,NA,NA,NA,NA,NA,768.8841155,NA,NA,NA,NA,68,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,17,2014-T1-H-17-2,1,10.06.2014,15.09.2014,set,1,185.160803,312.4761771,519.8971571,171.0375521,256.7628125,776.6599696,133.5,11.5,4.5,0.843550656,36,N,NA,221,0,0,1
2014,T1-H,959.4140321,2206,17,2014-T1-H-17-3,1,10.06.2014,06.07.2014,nonreprod,0,224.4626988,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,17,2014-T1-H-17-3b,0,02.07.2014,19.09.2014,set,1,NA,NA,575.390553,103.1368438,261.7435833,837.1341363,103,10,3.5,-0.357866104,7,N,NA,221,0,0,0
2014,T1-H,959.4140321,2206,17,2014-T1-H-17-4,1,10.06.2014,30.07.2014,nonreprod,0,185.160803,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,17,2014-T1-H-17-4b,0,30.07.2014,15.09.2014,set,1,NA,NA,NA,NA,NA,768.8841155,NA,NA,NA,NA,26,N,NA,NA,0,0,1
2014,T1-H,959.4140321,2206,17,2014-T1-H-17-5,1,10.06.2014,02.07.2014,nonreprod,0,185.160803,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,17,2014-T1-H-17-5b,0,02.07.2014,19.08.2014,fruit,0,NA,NA,533.8041155,127.8612708,NA,NA,106.5,11.5,4,-0.05329231,0,N,NA,221,0,0,0
2014,T1-H,959.4140321,2206,18,2014-T1-H-18-1,1,10.06.2014,07.08.2014,flower,0,185.160803,278.6879375,482.9732301,NA,NA,NA,93.5,8.5,4,-1.059384891,0,N,NA,218,0,0,0
2014,T1-H,959.4140321,2206,18,2014-T1-H-18-1b,0,07.08.2014,15.09.2014,set,1,NA,NA,NA,NA,NA,821.7285426,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,18,2014-T1-H-18-2,1,10.06.2014,14.07.2014,nonreprod,0,185.160803,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,18,2014-T1-H-18-2b,0,14.07.2014,10.08.2014,fruit,0,NA,NA,446.8967301,161.0800833,NA,NA,125.5,10,7,0.682233298,0,N,NA,210,0,0,1
2014,T1-H,959.4140321,2206,18,2014-T1-H-18-3,1,10.06.2014,10.07.2014,nonreprod,0,185.160803,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,18,2014-T1-H-18-3b,0,10.07.2014,30.07.2014,bud,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,18,2014-T1-H-18-3c,0,26.07.2014,15.09.2014,set,1,NA,NA,493.5034176,99.15527083,237.0524688,730.5558863,115,11,6,0.907420621,24,N,NA,210,0,0,1
2014,T1-H,959.4140321,2206,18,2014-T1-H-18-4,1,10.06.2014,26.08.2014,fruit,0,180.8933446,382.2425938,594.0490321,59.65369792,NA,NA,95.5,11.5,2,-0.268795119,0,N,0,221,0,0,0
2014,T1-H,959.4140321,2206,18,2014-T1-H-18-5,1,10.06.2014,02.07.2014,nonreprod,0,180.8933446,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,18,2014-T1-H-18-5b,0,02.07.2014,06.07.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,18,2014-T1-H-18-5c,0,06.07.2014,26.07.2014,flower,0,NA,NA,451.4533446,11.62070833,NA,NA,191.5,11.5,8,2.357440163,0,N,0,202,0,0,0
2014,T1-H,959.4140321,2206,18,2014-T1-H-18-5d,0,26.07.2014,07.08.2014,flower,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,18,2014-T1-H-18-5e,0,07.08.2014,15.09.2014,set,1,NA,NA,NA,NA,NA,768.8841155,NA,NA,NA,NA,12,N,NA,NA,0,0,1
2014,T1-H,959.4140321,2206,19,2014-T1-H-19-1,1,10.06.2014,15.09.2014,set,1,180.8933446,382.2425938,575.390553,75.80103125,239.2504479,814.6410009,104.5,11.5,1.5,-0.193400341,7,N,NA,221,0,0,1
2014,T1-H,959.4140321,2206,19,2014-T1-H-19-2,1,10.06.2014,18.07.2014,nonreprod,0,180.8933446,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,19,2014-T1-H-19-2b,0,18.07.2014,15.08.2014,fruit,0,NA,NA,482.9732301,108.3104792,NA,NA,114.5,10,4,-0.446155589,0,N,NA,210,0,0,1
2014,T1-H,959.4140321,2206,19,2014-T1-H-19-3,1,10.06.2014,02.07.2014,nonreprod,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,19,2014-T1-H-19-3b,0,22.06.2014,15.09.2014,set,1,180.8933446,382.2425938,594.0490321,86.98951042,220.8607708,814.909803,153.5,11.5,2,0.707416575,25.5,N,NA,221,0,0,0
2014,T1-H,959.4140321,2206,19,2014-T1-H-19-4,1,10.06.2014,19.08.2014,fruit,0,180.8933446,382.2425938,594.0490321,31.8606875,NA,NA,118,10,2,-0.524597763,0,N,0,218,0,0,0
2014,T1-H,959.4140321,2206,19,2014-T1-H-19-5,1,10.06.2014,10.08.2014,fruit,0,180.8933446,312.4761771,533.8041155,NA,NA,NA,62,8.5,2,-1.86245818,0,N,NA,221,0,0,0
2014,T1-H,959.4140321,2206,2,2014-T1-H-2-1,1,10.06.2014,10.07.2014,nonreprod,0,224.4626988,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,2,2014-T1-H-2-1b,0,10.07.2014,30.08.2014,set,1,NA,NA,482.9732301,108.3104792,275.7411563,758.7143863,105,10.5,4.5,0.123300817,35,N,NA,210,0,0,0
2014,T1-H,959.4140321,2206,2,2014-T1-H-2-2,1,10.06.2014,18.07.2014,nonreprod,0,224.4626988,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,2,2014-T1-H-2-2b,0,18.07.2014,15.08.2014,flower,0,NA,NA,533.8041155,NA,NA,NA,89,11,2.5,-0.145935,0,N,1,226,0,0,0
2014,T1-H,959.4140321,2206,2,2014-T1-H-2-3,1,10.06.2014,06.07.2014,nonreprod,0,224.4626988,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,2,2014-T1-H-2-3b,0,06.07.2014,07.08.2014,fruit,0,NA,NA,451.4533446,NA,NA,NA,81.5,9.5,4,-0.842428663,0,N,NA,218,0,0,0
2014,T1-H,959.4140321,2206,2,2014-T1-H-2-3c,0,07.08.2014,30.08.2014,set,1,NA,NA,NA,NA,NA,781.081553,NA,NA,NA,NA,17,N,NA,NA,0,0,1
2014,T1-H,959.4140321,2206,2,2014-T1-H-2-4,1,10.06.2014,19.08.2014,set,1,155.0434488,282.4476979,458.4846467,130.7411354,238.2679688,696.7526155,76.5,10.5,5.5,-0.123529149,40,N,NA,210,0,0,0
2014,T1-H,959.4140321,2206,2,2014-T1-H-2-5,1,10.06.2014,07.08.2014,flower,0,180.8933446,312.4761771,519.8971571,NA,NA,NA,46.5,9,1.5,-1.98339866,0,N,NA,218,0,0,0
2014,T1-H,959.4140321,2206,2,2014-T1-H-2-5b,0,07.08.2014,26.08.2014,set,1,NA,NA,NA,NA,NA,758.7143863,NA,NA,NA,NA,14,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,20,2014-T1-H-20-1,1,10.06.2014,07.08.2014,nonreprod,0,224.4626988,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,20,2014-T1-H-20-1b,0,07.08.2014,15.09.2014,set,1,NA,NA,NA,NA,NA,821.7285426,NA,NA,NA,NA,8,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,20,2014-T1-H-20-2,1,10.06.2014,14.07.2014,nonreprod,0,224.4626988,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,20,2014-T1-H-20-2b,0,14.07.2014,15.09.2014,set,1,NA,NA,615.737553,66.5440625,205.9909896,821.7285426,122.5,10,3.5,0.612864879,19,N,NA,221,0,0,0
2014,T1-H,959.4140321,2206,20,2014-T1-H-20-3,1,10.06.2014,10.08.2014,fruit,0,180.8933446,382.2425938,615.737553,NA,NA,NA,124.5,10.5,1.5,-0.561185242,0,N,NA,221,0,0,0
2014,T1-H,959.4140321,2206,20,2014-T1-H-20-3b,0,10.08.2014,15.09.2014,fruit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,20,2014-T1-H-20-4,1,10.06.2014,26.07.2014,nonreprod,0,224.4626988,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,NA,NA,0,0,0
2014,T1-H,959.4140321,2206,20,2014-T1-H-20-4b,0,14.07.2014,15.09.2014,fruit,0,NA,NA,559.3621676,136.7016771,NA,NA,148.5,11,4,0.614108945,0,N,0,221,0,0,0
